"No.","Time","Source","Destination","Protocol","Length","Info"
"143","7.526641532","100.7.0.16","100.0.0.11","TCP","116","991  >  41610 [PSH, ACK] Seq=351 Ack=1 Win=85 Len=50 TSval=11421438 TSecr=220211923"
"144","7.526660340","100.0.0.11","100.7.0.16","TCP","66","41610  >  991 [ACK] Seq=1 Ack=401 Win=83 Len=0 TSval=220213043 TSecr=11421438"
"145","7.609734781","100.7.0.13","100.0.0.11","TCP","132","991  >  47728 [PSH, ACK] Seq=397 Ack=1 Win=85 Len=66 TSval=3812964804 TSecr=2374085263"
"146","7.609753090","100.0.0.11","100.7.0.13","TCP","66","47728  >  991 [ACK] Seq=1 Ack=463 Win=83 Len=0 TSval=2374086317 TSecr=3812964804"
"147","7.759814167","100.7.0.14","100.0.0.11","TCP","126","991  >  34836 [PSH, ACK] Seq=361 Ack=1 Win=85 Len=60 TSval=2717862278 TSecr=3576442545"
"148","7.759831862","100.0.0.11","100.7.0.14","TCP","66","34836  >  991 [ACK] Seq=1 Ack=421 Win=83 Len=0 TSval=3576443637 TSecr=2717862278"
"149","7.990643353","100.7.0.17","100.0.0.11","TCP","106","991  >  60614 [PSH, ACK] Seq=281 Ack=1 Win=85 Len=40 TSval=1173219064 TSecr=2185431502"
"150","7.990663328","100.0.0.11","100.7.0.17","TCP","66","60614  >  991 [ACK] Seq=1 Ack=321 Win=83 Len=0 TSval=2185432637 TSecr=1173219064"
"151","8.178667631","100.7.0.11","100.0.0.11","TCP","110","991  >  45964 [PSH, ACK] Seq=309 Ack=1 Win=85 Len=44 TSval=605247937 TSecr=3969658972"
"152","8.178691181","100.0.0.11","100.7.0.11","TCP","66","45964  >  991 [ACK] Seq=1 Ack=353 Win=83 Len=0 TSval=3969660141 TSecr=605247937"
"153","8.272338588","100.7.0.20","100.0.0.11","TCP","124","991  >  60272 [PSH, ACK] Seq=407 Ack=1 Win=85 Len=58 TSval=3605659678 TSecr=3845578540"
"154","8.272360619","100.0.0.11","100.7.0.20","TCP","66","60272  >  991 [ACK] Seq=1 Ack=465 Win=83 Len=0 TSval=3845579632 TSecr=3605659678"
"155","8.398824922","100.7.0.15","100.0.0.11","TCP","96","991  >  40760 [PSH, ACK] Seq=241 Ack=1 Win=85 Len=30 TSval=1348067183 TSecr=2008835668"
"156","8.398845794","100.0.0.11","100.7.0.15","TCP","66","40760  >  991 [ACK] Seq=1 Ack=271 Win=83 Len=0 TSval=2008836728 TSecr=1348067183"
"157","8.489932267","100.7.0.19","100.0.0.11","TCP","96","991  >  50984 [PSH, ACK] Seq=241 Ack=1 Win=85 Len=30 TSval=2873892554 TSecr=2678134167"
"158","8.489952517","100.0.0.11","100.7.0.19","TCP","66","50984  >  991 [ACK] Seq=1 Ack=271 Win=83 Len=0 TSval=2678135226 TSecr=2873892554"
"159","8.510790858","100.7.0.12","100.0.0.11","TCP","132","991  >  59390 [PSH, ACK] Seq=463 Ack=1 Win=85 Len=66 TSval=3935664933 TSecr=2228712494"
