"No.","Time","Source","Destination","Protocol","Length","Info"
"2914","54.393546709","100.7.0.15","100.0.0.13","TCP","54","582  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2915","54.393572932","100.7.0.15","100.0.0.13","TCP","54","185  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2916","54.393599643","100.7.0.15","100.0.0.13","TCP","54","51  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2917","54.393627052","100.7.0.15","100.0.0.13","TCP","54","715  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2918","54.393646533","100.7.0.15","100.0.0.13","TCP","54","770  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2919","54.393673217","100.7.0.15","100.0.0.13","TCP","54","886  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2920","54.393693982","100.7.0.15","100.0.0.13","TCP","54","505  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2921","54.393719796","100.7.0.15","100.0.0.13","TCP","54","34  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2922","54.393747846","100.7.0.15","100.0.0.13","TCP","54","802  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2923","54.393775641","100.7.0.15","100.0.0.13","TCP","54","822  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2924","54.393808813","100.7.0.15","100.0.0.13","TCP","54","217  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2925","54.393974471","100.0.0.13","100.7.0.15","TCP","58","38491  >  902 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2926","54.393999250","100.0.0.13","100.7.0.15","TCP","58","38491  >  257 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2927","54.394017582","100.0.0.13","100.7.0.15","TCP","58","38491  >  765 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2928","54.394036319","100.0.0.13","100.7.0.15","TCP","58","38491  >  300 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2929","54.394054977","100.0.0.13","100.7.0.15","TCP","58","38491  >  333 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2930","54.394073478","100.0.0.13","100.7.0.15","TCP","58","38491  >  988 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2931","54.394092307","100.0.0.13","100.7.0.15","TCP","58","38491  >  470 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2932","54.394120308","100.0.0.13","100.7.0.15","TCP","58","38491  >  665 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2933","54.394139702","100.0.0.13","100.7.0.15","TCP","58","38491  >  129 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2934","54.394157518","100.0.0.13","100.7.0.15","TCP","58","38491  >  739 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2935","54.394175308","100.0.0.13","100.7.0.15","TCP","58","38491  >  287 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2936","54.400738358","100.0.0.13","100.7.0.15","TCP","58","38491  >  272 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2937","54.400766825","100.0.0.13","100.7.0.15","TCP","58","38491  >  401 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2938","54.400786457","100.0.0.13","100.7.0.15","TCP","58","38491  >  74 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2939","54.400804932","100.0.0.13","100.7.0.15","TCP","58","38491  >  804 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2940","54.400823258","100.0.0.13","100.7.0.15","TCP","58","38491  >  379 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2941","54.400842069","100.0.0.13","100.7.0.15","TCP","58","38491  >  529 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2942","54.400860898","100.0.0.13","100.7.0.15","TCP","58","38491  >  640 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2943","54.400879106","100.0.0.13","100.7.0.15","TCP","58","38491  >  81 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2944","54.400896379","100.0.0.13","100.7.0.15","TCP","58","38491  >  533 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2945","54.400914488","100.0.0.13","100.7.0.15","TCP","58","38491  >  828 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2946","54.400932621","100.0.0.13","100.7.0.15","TCP","58","38491  >  472 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2947","54.400950660","100.0.0.13","100.7.0.15","TCP","58","38491  >  59 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2948","54.400969045","100.0.0.13","100.7.0.15","TCP","58","38491  >  29 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2949","54.400986955","100.0.0.13","100.7.0.15","TCP","58","38491  >  621 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2950","54.454180387","100.7.0.15","100.0.0.13","TCP","54","157  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2951","54.454211497","100.7.0.15","100.0.0.13","TCP","54","66  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2952","54.454241916","100.7.0.15","100.0.0.13","TCP","54","82  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2953","54.454270314","100.7.0.15","100.0.0.13","TCP","54","340  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2954","54.454299273","100.7.0.15","100.0.0.13","TCP","54","817  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2955","54.454326444","100.7.0.15","100.0.0.13","TCP","54","474  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2956","54.454364838","100.7.0.15","100.0.0.13","TCP","54","471  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
